,binary bipolar predictions,ground truths (tx),linear predictions
207,-1,-1.0,-0.6070753
208,-1,-1.0,-0.86932844
209,-1,-1.0,-0.93704605
210,-1,-1.0,-0.91931367
211,-1,-1.0,-0.6556245
212,-1,1.0,-0.27568498
213,1,1.0,0.020184603
214,1,-1.0,0.2992325
215,1,1.0,0.6067351
216,1,1.0,0.8237853
217,1,1.0,0.93109226
218,1,1.0,0.9956
219,1,1.0,1.0216814
220,1,1.0,0.93193233
221,1,1.0,0.78897953
222,1,-1.0,0.5383065
223,1,1.0,0.3780201
224,1,-1.0,0.4274498
225,1,1.0,0.50273705
226,1,1.0,0.3546684
227,1,-1.0,0.3240742
228,1,1.0,0.038022865
229,-1,-1.0,-0.49449542
230,-1,-1.0,-0.76327574
231,-1,-1.0,-0.77939624
232,-1,-1.0,-0.6707004
233,-1,1.0,-0.52332115
234,-1,-1.0,-0.04982938
235,1,1.0,0.19036247
236,1,1.0,0.026328307
237,-1,-1.0,-0.4316127
238,-1,-1.0,-0.6847627
239,-1,-1.0,-0.7462281
240,-1,-1.0,-0.6487473
241,-1,1.0,-0.6550991
242,-1,-1.0,-0.7773007
243,-1,-1.0,-0.8829528
244,-1,-1.0,-0.82212406
245,-1,-1.0,-0.5842881
246,-1,1.0,-0.013665605
247,1,1.0,0.4283037
248,1,1.0,0.61948323
249,1,1.0,0.637358
250,1,-1.0,0.6704818
251,1,1.0,0.59247416
252,1,1.0,0.46487126
253,1,-1.0,0.35458127
254,1,1.0,0.3045926
255,1,-1.0,0.19056787
256,1,1.0,0.18870002
257,1,-1.0,0.2996389
258,1,1.0,0.41384527
259,1,1.0,0.19830073
260,-1,-1.0,-0.36141944
261,-1,-1.0,-0.562215
262,-1,-1.0,-0.3236626
263,1,1.0,0.0046610944
264,-1,1.0,-0.11943108
265,-1,-1.0,-0.19978148
266,-1,-1.0,-0.22423305
267,-1,1.0,-0.09452675
268,1,-1.0,0.14833972
269,1,1.0,0.28571084
270,1,1.0,0.12254226
271,-1,-1.0,-0.08160057
272,-1,-1.0,-0.18458456
273,-1,1.0,-0.38393262
274,-1,-1.0,-0.48997372
275,-1,-1.0,-0.4686814
276,-1,1.0,-0.5268042
277,-1,-1.0,-0.67707694
278,-1,-1.0,-0.70118016
279,-1,-1.0,-0.42934847
280,-1,1.0,-0.11052702
281,-1,1.0,-0.16549477
282,-1,-1.0,-0.48599645
283,-1,-1.0,-0.5537379
284,-1,-1.0,-0.50985605
285,-1,1.0,-0.5893736
286,-1,-1.0,-0.73379016
287,-1,-1.0,-0.7552381
288,-1,-1.0,-0.6050403
289,-1,1.0,-0.6056768
290,-1,-1.0,-0.77234066
291,-1,-1.0,-0.7432924
292,-1,-1.0,-0.49335113
293,-1,1.0,-0.110422954
294,-1,1.0,-0.16265921
295,-1,-1.0,-0.26600242
296,1,-1.0,0.076625645
297,1,1.0,0.20485781
298,-1,1.0,-0.029685643
299,-1,-1.0,-0.39773658
300,-1,-1.0,-0.74175465
301,-1,-1.0,-0.90792525
302,-1,-1.0,-0.9009807
303,-1,-1.0,-0.6003223
304,1,1.0,0.002135586
305,1,1.0,0.2914303
306,1,1.0,0.23946118
307,1,-1.0,0.050126057
308,1,-1.0,0.14081848
309,1,1.0,0.427191
310,1,1.0,0.67588377
311,1,1.0,0.7394326
312,1,1.0,0.68566924
313,1,-1.0,0.50542945
314,1,1.0,0.34774432
315,1,-1.0,0.42858613
316,1,1.0,0.4500272
317,1,1.0,0.35305384
318,1,-1.0,0.26501206
319,1,1.0,0.016716864
320,-1,-1.0,-0.16659829
321,1,-1.0,0.015064683
322,1,1.0,0.12243441
323,1,1.0,0.0034193955
324,-1,-1.0,-0.42463928
325,-1,-1.0,-0.5501729
326,-1,-1.0,-0.46999198
327,-1,1.0,-0.32632136
328,-1,-1.0,-0.00024819747
329,1,1.0,0.39276245
330,1,1.0,0.66585326
331,1,1.0,0.6969167
332,1,1.0,0.4310157
333,1,-1.0,0.20882225
334,1,-1.0,0.24953121
335,1,1.0,0.42766625
336,1,1.0,0.5752189
337,1,1.0,0.5147619
338,1,-1.0,0.5749347
339,1,1.0,0.5719825
340,1,1.0,0.29242375
341,1,-1.0,0.0117731355
342,-1,-1.0,-0.07916127
343,-1,1.0,-0.30986387
344,-1,-1.0,-0.6194664
345,-1,-1.0,-0.7147176
346,-1,-1.0,-0.5896944
347,-1,1.0,-0.6563033
348,-1,-1.0,-0.76395273
349,-1,-1.0,-0.88847625
350,-1,-1.0,-0.8623425
351,-1,-1.0,-0.7396467
352,-1,1.0,-0.6792032
353,-1,-1.0,-0.6328541
354,-1,-1.0,-0.3186337
355,1,1.0,0.21625008
356,1,1.0,0.42571208
357,1,1.0,0.21690065
358,-1,-1.0,-0.26149142
359,-1,-1.0,-0.44293886
360,-1,-1.0,-0.22182693
361,1,1.0,0.20481417
362,1,1.0,0.40891472
363,1,1.0,0.4513089
364,1,-1.0,0.3298931
365,1,1.0,0.28677404
366,1,-1.0,0.38642946
367,1,1.0,0.6005949
368,1,1.0,0.63331836
369,1,1.0,0.5803451
370,1,-1.0,0.4093285
371,1,1.0,0.113973185
372,-1,-1.0,-0.2121954
373,-1,-1.0,-0.17067242
374,-1,1.0,-0.16173832
375,-1,-1.0,-0.09610243
376,-1,1.0,-0.30009615
377,-1,-1.0,-0.40258595
378,-1,-1.0,-0.35492066
379,-1,1.0,-0.47904503
380,-1,-1.0,-0.6768406
381,-1,-1.0,-0.7346466
382,-1,-1.0,-0.59915656
383,-1,1.0,-0.6160685
384,-1,-1.0,-0.6159594
385,-1,-1.0,-0.26150575
386,1,1.0,0.26181135
387,1,1.0,0.43863496
388,1,1.0,0.21416414
389,-1,-1.0,-0.21639968
390,-1,-1.0,-0.63698304
391,-1,-1.0,-0.85958564
392,-1,-1.0,-1.0115448
393,-1,-1.0,-1.0997244
394,-1,-1.0,-1.1274714
395,-1,-1.0,-1.1709577
396,-1,-1.0,-1.015006
397,-1,-1.0,-0.8258205
398,-1,1.0,-0.73651576
399,-1,-1.0,-0.68646854
400,-1,-1.0,-0.5280743
401,-1,1.0,-0.5047095
402,-1,-1.0,-0.53377444
403,-1,-1.0,-0.3851998
404,-1,1.0,-0.22945344
405,-1,-1.0,-0.122472495
406,-1,1.0,-0.021762412
407,1,-1.0,0.20162871
408,1,1.0,0.35830376
409,1,1.0,0.34215698
410,1,-1.0,0.45993122
411,1,1.0,0.65933263
412,1,1.0,0.80803394
413,1,1.0,0.8421427
414,1,1.0,0.4318237
415,-1,-1.0,-0.0305712
416,-1,-1.0,-0.58979315
417,-1,-1.0,-0.8514512
418,-1,-1.0,-1.0041803
419,-1,-1.0,-1.0995988
420,-1,-1.0,-1.1078604
421,-1,-1.0,-1.0042349
422,-1,-1.0,-0.7890048
423,-1,1.0,-0.5839479
424,-1,-1.0,-0.12303679
425,1,1.0,0.3639826
426,1,1.0,0.70789826
427,1,1.0,0.894001
428,1,1.0,0.8814376
429,1,1.0,0.77040404
430,1,-1.0,0.5383934
431,1,1.0,0.1959821
432,-1,-1.0,-0.41380176
433,-1,-1.0,-0.5831899
434,-1,-1.0,-0.2923839
435,1,1.0,0.21594042
436,1,1.0,0.50701666
437,1,1.0,0.6527194
438,1,1.0,0.4137307
439,-1,-1.0,-0.040045504
440,-1,-1.0,-0.61404383
441,-1,-1.0,-0.8459327
442,-1,-1.0,-0.9934168
443,-1,-1.0,-1.0958087
444,-1,-1.0,-1.1245883
445,-1,-1.0,-1.0405097
446,-1,-1.0,-0.69818264
447,-1,1.0,-0.11136338
448,1,1.0,0.31244826
449,1,1.0,0.39611548
450,1,-1.0,0.33880484
451,1,1.0,0.07202788
452,-1,-1.0,-0.14721048
453,-1,-1.0,-0.23093995
454,-1,1.0,-0.14770907
455,1,-1.0,0.09289484
456,1,1.0,0.31193772
457,1,1.0,0.29819718
458,1,-1.0,0.4829671
459,1,1.0,0.44728735
460,1,1.0,0.427662
461,1,-1.0,0.49743834
462,1,1.0,0.49743363
463,1,1.0,0.24166852
464,-1,-1.0,-0.3000358
465,-1,-1.0,-0.6494679
466,-1,-1.0,-0.88178545
467,-1,-1.0,-1.0241334
468,-1,-1.0,-1.1112351
469,-1,-1.0,-1.133236
470,-1,-1.0,-1.1475523
471,-1,-1.0,-1.1504483
472,-1,-1.0,-1.0211805
473,-1,-1.0,-0.70456064
474,-1,1.0,-0.106861874
475,1,1.0,0.4509292
476,1,1.0,0.6123917
477,1,1.0,0.396825
478,-1,-1.0,-0.11973515
479,-1,-1.0,-0.5901094
480,-1,-1.0,-0.71346784
481,-1,-1.0,-0.6251739
482,-1,1.0,-0.6657331
483,-1,-1.0,-0.62131
484,-1,-1.0,-0.4813675
485,-1,1.0,-0.27623838
486,1,-1.0,0.07736839
487,1,1.0,0.25664765
488,1,1.0,0.09500453
489,-1,-1.0,-0.3563588
490,-1,-1.0,-0.6980949
491,-1,-1.0,-0.873016
492,-1,-1.0,-0.90267086
493,-1,-1.0,-0.75022316
494,-1,1.0,-0.70798934
495,-1,-1.0,-0.66717315
496,-1,-1.0,-0.49570018
497,-1,1.0,-0.2929632
498,1,-1.0,0.10284382
499,1,1.0,0.27394107
500,1,1.0,0.15544918
501,-1,-1.0,-0.06533268
502,1,-1.0,0.11296812
503,1,1.0,0.33508992
504,1,1.0,0.6975104
505,1,1.0,0.7710737
506,1,1.0,0.43611917
507,-1,-1.0,-0.046370674
508,-1,-1.0,-0.3613042
509,-1,-1.0,-0.3975519
510,-1,1.0,-0.50187814
511,-1,-1.0,-0.5437727
512,-1,-1.0,-0.2800794
513,1,1.0,0.04225759
514,1,1.0,0.017232914
515,-1,-1.0,-0.124724016
516,1,-1.0,0.08827095
517,1,1.0,0.4312698
518,1,1.0,0.68596625
519,1,1.0,0.6950525
520,1,1.0,0.620209
521,1,-1.0,0.51855874
522,1,1.0,0.3352918
523,1,-1.0,0.4281812
524,1,1.0,0.6278596
525,1,1.0,0.66430086
526,1,1.0,0.33148712
527,-1,-1.0,-0.17238896
528,-1,-1.0,-0.4897999
529,-1,-1.0,-0.4531925
530,-1,1.0,-0.27887148
531,1,-1.0,0.0044056214
532,1,1.0,0.2287384
533,1,1.0,0.29681864
534,1,-1.0,0.2620728
535,-1,1.0,-0.05830439
536,-1,-1.0,-0.502263
537,-1,-1.0,-0.6010517
538,-1,-1.0,-0.39600247
539,1,1.0,0.18307108
540,1,1.0,0.30422118
541,1,1.0,0.19997992
542,-1,-1.0,-0.20109266
543,-1,-1.0,-0.4835216
544,-1,-1.0,-0.22262508
545,1,1.0,0.059408795
546,-1,1.0,-0.14780948
547,-1,-1.0,-0.4944289
548,-1,-1.0,-0.5909807
549,-1,-1.0,-0.52956563
550,-1,1.0,-0.59781295
551,-1,-1.0,-0.75479627
552,-1,-1.0,-0.88394684
553,-1,-1.0,-0.9850538
554,-1,-1.0,-1.0837159
555,-1,-1.0,-1.128617
556,-1,-1.0,-1.1636366
557,-1,-1.0,-1.0410488
558,-1,-1.0,-0.82342196
559,-1,1.0,-0.608359
560,-1,-1.0,-0.17509162
561,1,1.0,0.3686239
562,1,1.0,0.5220018
563,1,1.0,0.5154796
564,1,-1.0,0.44705188
565,1,1.0,0.33677605
566,1,-1.0,0.4540579
567,1,1.0,0.5829421
568,1,1.0,0.64235103
569,1,1.0,0.38477477
570,1,-1.0,0.12690729
571,1,-1.0,0.19103917
572,1,1.0,0.44291514
573,1,1.0,0.518222
574,1,1.0,0.27654198
575,1,-1.0,0.056606483
576,1,-1.0,0.03379937
577,-1,1.0,-0.046088316
578,1,-1.0,0.15292278
579,1,1.0,0.4340119
580,1,1.0,0.69747007
581,1,1.0,0.78389895
582,1,1.0,0.65530956
583,1,-1.0,0.66115844
584,1,1.0,0.79230803
585,1,1.0,0.73175454
586,1,1.0,0.3781469
587,1,-1.0,0.16677701
588,-1,-1.0,-0.0022826605
589,-1,1.0,-0.30601576
590,-1,-1.0,-0.43801567
591,-1,-1.0,-0.33113542
592,-1,1.0,-0.51218146
593,-1,-1.0,-0.5410418
594,-1,-1.0,-0.43716738
595,-1,1.0,-0.30455813
596,1,-1.0,0.07395379
597,1,1.0,0.22227985
598,1,1.0,0.12932116
599,-1,-1.0,-0.3038094
600,-1,-1.0,-0.6945549
601,-1,-1.0,-0.90520835
602,-1,-1.0,-1.0009999
603,-1,-1.0,-0.9461156
604,-1,-1.0,-0.82825005
605,-1,1.0,-0.7524134
606,-1,-1.0,-0.6343101
607,-1,-1.0,-0.3262029
608,1,1.0,0.088234514
609,-1,1.0,-0.12831065
610,-1,-1.0,-0.5227622
611,-1,-1.0,-0.7303684
612,-1,-1.0,-0.77273506
613,-1,-1.0,-0.5446224
614,-1,1.0,-0.19988346
615,-1,1.0,-0.28434289
616,-1,-1.0,-0.22770202
617,1,-1.0,0.0273205
618,1,1.0,0.22858515
619,1,1.0,0.2331272
620,1,-1.0,0.20890218
621,-1,1.0,-0.00828189
622,-1,-1.0,-0.21454968
623,-1,-1.0,-0.07516749
624,1,1.0,0.15732299
625,1,1.0,0.015253287
626,-1,-1.0,-0.18376875
627,1,-1.0,0.07748388
628,1,1.0,0.35279423
629,1,1.0,0.5432625
630,1,1.0,0.29343578
631,1,-1.0,0.07724562
632,1,-1.0,0.19920985
633,1,1.0,0.46211508
634,1,1.0,0.6712023
635,1,1.0,0.74920994
636,1,1.0,0.6636974
637,1,-1.0,0.47695297
638,1,1.0,0.35330948
639,1,-1.0,0.4407933
640,1,1.0,0.58439755
641,1,1.0,0.79065776
642,1,1.0,0.92123926
643,1,1.0,0.8465669
644,1,1.0,0.50879896
645,1,-1.0,0.05045918
646,-1,-1.0,-0.34667364
647,-1,-1.0,-0.17793688
648,1,1.0,0.10516569
649,-1,1.0,-0.12076278
650,-1,-1.0,-0.4578523
651,-1,-1.0,-0.7371786
652,-1,-1.0,-0.9056889
653,-1,-1.0,-0.87416667
654,-1,-1.0,-0.6223762
655,-1,1.0,-0.08480644
656,1,1.0,0.31625605
657,1,1.0,0.17416243
658,1,-1.0,0.0067741536
659,-1,-1.0,-0.015736464
660,-1,1.0,-0.26596153
661,-1,-1.0,-0.64183736
662,-1,-1.0,-0.85149693
663,-1,-1.0,-0.86867976
664,-1,-1.0,-0.7212633
665,-1,1.0,-0.7188996
666,-1,-1.0,-0.7993013
667,-1,-1.0,-0.9071741
668,-1,-1.0,-0.8624277
669,-1,-1.0,-0.74685633
670,-1,1.0,-0.53470236
671,-1,-1.0,-0.3491691
672,-1,1.0,-0.11556846
673,1,-1.0,0.1855433
674,1,1.0,0.46417704
675,1,1.0,0.7946651
676,1,1.0,0.9362737
677,1,1.0,0.97044396
678,1,1.0,0.9248919
679,1,1.0,0.7608697
680,1,-1.0,0.7376403
681,1,1.0,0.6765193
682,1,1.0,0.26605484
683,-1,-1.0,-0.24985188
684,-1,-1.0,-0.50102836
685,-1,-1.0,-0.25728145
686,1,1.0,0.020311046
687,-1,1.0,-0.17462899
688,-1,-1.0,-0.47604606
689,-1,-1.0,-0.56400234
690,-1,-1.0,-0.303189
691,-1,1.0,-0.019306336
692,-1,1.0,-0.12627085
693,-1,-1.0,-0.513379
694,-1,-1.0,-0.7400136
695,-1,-1.0,-0.78200054
696,-1,-1.0,-0.6180983
697,-1,1.0,-0.5086518
698,-1,-1.0,-0.119948715
699,1,1.0,0.1927777
700,1,1.0,0.095231
701,-1,-1.0,-0.073963135
702,1,-1.0,0.13203277
703,1,1.0,0.39912197
704,1,1.0,0.5070747
705,1,1.0,0.2759822
706,-1,-1.0,-0.18187185
707,-1,-1.0,-0.6183344
708,-1,-1.0,-0.7432554
709,-1,-1.0,-0.6602775
710,-1,1.0,-0.6552163
711,-1,-1.0,-0.7858982
712,-1,-1.0,-0.74604166
713,-1,-1.0,-0.48070076
714,1,1.0,0.13820924
715,1,1.0,0.46148944
716,1,1.0,0.6393981
717,1,1.0,0.61037934
718,1,-1.0,0.5027506
719,1,1.0,0.33261755
720,1,-1.0,0.39946005
721,1,1.0,0.5922012
722,1,1.0,0.6643187
723,1,1.0,0.61256015
724,1,-1.0,0.38217798
725,1,1.0,0.32215178
726,1,-1.0,0.22509384
727,1,1.0,0.18925866
728,1,-1.0,0.12984064
729,1,1.0,0.14583547
730,1,-1.0,0.10447426
731,-1,1.0,-0.18347576
732,-1,-1.0,-0.32761255
733,-1,-1.0,-0.30775824
734,-1,1.0,-0.47171554
735,-1,-1.0,-0.6667061
736,-1,-1.0,-0.8684612
737,-1,-1.0,-0.98030734
738,-1,-1.0,-1.0404985
739,-1,-1.0,-0.9892234
740,-1,-1.0,-0.6584753
741,-1,1.0,-0.091772884
742,1,1.0,0.26513246
743,1,1.0,0.1776411
744,-1,-1.0,-0.22982888
745,-1,-1.0,-0.47420183
746,-1,-1.0,-0.4369277
747,-1,1.0,-0.5111045
748,-1,-1.0,-0.55511546
749,-1,-1.0,-0.44561055
750,-1,1.0,-0.27304938
751,1,-1.0,0.06807296
752,1,1.0,0.24936351
753,1,1.0,0.1344832
754,-1,-1.0,-0.40679818
755,-1,-1.0,-0.6970656
756,-1,-1.0,-0.73747
757,-1,-1.0,-0.52526414
758,1,1.0,0.08830975
759,1,1.0,0.3624132
760,1,1.0,0.40930715
761,1,-1.0,0.56136864
762,1,1.0,0.56212676
763,1,1.0,0.47646078
764,1,-1.0,0.3848682
765,1,1.0,0.30554718
766,1,-1.0,0.3461467
767,1,1.0,0.6024872
768,1,1.0,0.65943706
769,1,1.0,0.6129035
770,1,-1.0,0.6299902
771,1,1.0,0.7551208
772,1,1.0,0.6786504
773,1,1.0,0.39080095
774,-1,-1.0,-0.13861623
775,-1,-1.0,-0.40899768
776,-1,-1.0,-0.22762427
777,1,1.0,0.23840332
778,1,1.0,0.38751963
779,1,1.0,0.39180753
780,1,-1.0,0.54844576
781,1,1.0,0.7099532
782,1,1.0,0.8894912
783,1,1.0,0.9641839
784,1,1.0,0.97931683
785,1,1.0,0.93524945
786,1,1.0,0.5655386
787,-1,-1.0,-0.007169407
788,-1,-1.0,-0.395228
789,-1,-1.0,-0.36576805
790,-1,1.0,-0.26765537
791,1,-1.0,0.03282642
792,1,1.0,0.37047932
793,1,1.0,0.5427686
794,1,1.0,0.28632894
795,1,-1.0,0.083614245
796,1,-1.0,0.20227367
797,1,1.0,0.27491435
798,1,1.0,0.24857745
799,1,-1.0,0.37264615
800,1,1.0,0.46538743
801,1,1.0,0.41790232
802,1,-1.0,0.5087876
803,1,1.0,0.51272804
804,1,1.0,0.45287457
805,1,-1.0,0.5212306
806,1,1.0,0.5421624
807,1,1.0,0.26431182
808,1,-1.0,0.00654329
809,-1,-1.0,-0.069115505
810,-1,1.0,-0.067266695
811,1,-1.0,0.13950776
812,1,1.0,0.4801778
813,1,1.0,0.58358485
814,1,1.0,0.31874508
815,1,-1.0,0.082100555
816,1,-1.0,0.15845552
817,1,1.0,0.24337152
818,1,1.0,0.28519303
819,1,-1.0,0.37147838
820,1,1.0,0.42008212
821,1,1.0,0.40475783
822,1,-1.0,0.32204923
823,1,1.0,0.24839756
824,1,-1.0,0.3061714
825,1,1.0,0.5745919
826,1,1.0,0.60857505
827,1,1.0,0.2850279
828,-1,-1.0,-0.14744218
829,-1,-1.0,-0.6525731
830,-1,-1.0,-0.88204753
831,-1,-1.0,-0.90013444
832,-1,-1.0,-0.6368207
833,-1,1.0,-0.32583943
834,-1,1.0,-0.29284027
835,-1,-1.0,-0.24242283
836,-1,-1.0,-0.026184883
837,1,1.0,0.15376788
838,1,1.0,0.085721
839,-1,-1.0,-0.18322456
840,-1,-1.0,-0.21489
841,-1,1.0,-0.41614228
842,-1,-1.0,-0.4827049
843,-1,-1.0,-0.23157589
844,1,1.0,0.017884616
845,1,1.0,0.21464425
846,1,-1.0,0.33914736
847,1,1.0,0.604883
848,1,1.0,0.6993336
849,1,1.0,0.5268802
850,1,-1.0,0.45380196
851,1,1.0,0.11370669
852,-1,-1.0,-0.43143973
853,-1,-1.0,-0.55396247
854,-1,-1.0,-0.39055863
855,-1,1.0,-0.067222804
856,1,1.0,0.1288755
857,1,-1.0,0.18649268
858,1,1.0,0.18922803
859,1,-1.0,0.34951544
860,1,1.0,0.56805646
861,1,1.0,0.6385441
862,1,1.0,0.51690114
863,1,-1.0,0.6021834
864,1,1.0,0.7363025
865,1,1.0,0.7443504
866,1,1.0,0.566827
867,1,-1.0,0.6368786
868,1,1.0,0.5903636
869,1,1.0,0.5566826
870,1,-1.0,0.55551225
871,1,1.0,0.51894593
872,1,1.0,0.24939188
873,1,-1.0,0.039578456
874,1,-1.0,0.10923138
875,1,1.0,0.22442928
876,1,1.0,0.2619695
877,1,-1.0,0.2058509
878,-1,1.0,-0.015361007
879,-1,-1.0,-0.5001833
880,-1,-1.0,-0.6194349
881,-1,-1.0,-0.38781428
882,-1,1.0,-0.009980205
883,1,1.0,0.12152319
884,1,-1.0,0.27952123
885,1,1.0,0.5863858
886,1,1.0,0.8067151
887,1,1.0,0.9394139
888,1,1.0,1.001101
889,1,1.0,0.92296445
890,1,1.0,0.54675424
891,-1,-1.0,-0.08946027
892,-1,-1.0,-0.59529465
893,-1,-1.0,-0.8468344
894,-1,-1.0,-0.8817869
895,-1,-1.0,-0.7731333
896,-1,1.0,-0.700534
897,-1,-1.0,-0.64550424
898,-1,-1.0,-0.35668132
